raw_index,checklist_id,city,daypart,weather,canonical_filename,mapping_status,confidence,evidence,source_filename,source_part,sha256,repo_asset,source_archive_path
281,179,Sydney,Day,Cloudy/Foggy,179-sydney-day-cloudy-foggy.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-281__sydney_opera_house_under_cloudy_skies.png,4,821d26efdec3b5f98bf5917938239852798135d17d8774641178bf2424d8981a,assets/city-backgrounds/v1/cities/sydney/day-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/179--sydney--day-cloudy-foggy/PRIMARY__raw-281__raw-281__sydney_opera_house_under_cloudy_skies.png
282,181,Vancouver,Day,Cloudy/Foggy,181-vancouver-day-cloudy-foggy.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-282__misty_waterfront_cityscape_with_bridge.png,4,4be35a5f66a7e287d768d9648eb7fa49f5eb16a271e4c87d49daeecdf5947f60,assets/city-backgrounds/v1/cities/vancouver/day-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/181--vancouver--day-cloudy-foggy/PRIMARY__raw-282__raw-282__misty_waterfront_cityscape_with_bridge.png
283,180,Toronto,Day,Cloudy/Foggy,180-toronto-day-cloudy-foggy.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-283__foggy_cityscape_with_marina_view.png,4,a53b4423dd5b64384c8dba2f2bf379502defd6206e9fe0ba5e643d0c50a0ead6,assets/city-backgrounds/v1/cities/toronto/day-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/180--toronto--day-cloudy-foggy/PRIMARY__raw-283__raw-283__foggy_cityscape_with_marina_view.png
284,177,Beijing,Day,Cloudy/Foggy,177-beijing-day-cloudy-foggy.png,DUPLICATE_OF_VERIFIED_CANONICAL,HIGH,distinctive landmark/skyline visual match,raw-284__cityscape_beneath_overcast_skies.png,4,29d0d9ea1172ccc7e9bf71b927d6a8cf77627c0c0860d7e361866f2f29580b0f,assets/city-backgrounds/v1/duplicates/177/raw-284--beijing--day-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/177--beijing--day-cloudy-foggy/DUPLICATE-CANONICAL-01__raw-284__raw-284__cityscape_beneath_overcast_skies.png
285,178,Dubai,Day,Cloudy/Foggy,178-dubai-day-cloudy-foggy.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-285__urban_skyline_under_misty_skies.png,4,7b8b625ae9423f960ab1ba114b01e4b5cf5cb3159b629e4f817ff1a59e7ef2dc,assets/city-backgrounds/v1/cities/dubai/day-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/178--dubai--day-cloudy-foggy/PRIMARY__raw-285__raw-285__urban_skyline_under_misty_skies.png
286,197,Nairobi,Day,Cloudy/Foggy,197-nairobi-day-cloudy-foggy.png,DUPLICATE_OF_VERIFIED_CANONICAL,LOW,best-fit visual match; generic or ambiguous skyline,raw-286__cityscape_with_lush_greenery_and_skyline.png,4,5ee8152533e012fb26304419bc47dbd7ba0ed6270d741f2156119689d70ac25f,assets/city-backgrounds/v1/duplicates/197/raw-286--nairobi--day-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/197--nairobi--day-cloudy-foggy/DUPLICATE-CANONICAL-01__raw-286__raw-286__cityscape_with_lush_greenery_and_skyline.png
287,362,Los Angeles,Night,Storm,362-los-angeles-night-storm.png,DUPLICATE_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-287__a_dramatic_wide_angle_nighttime_cityscape_during_6_batch_6.png,4,6095d87f67991a5d4adbc2e87bf7c4b2ba12ea0bfd68f5ad81b06a11916be8d2,assets/city-backgrounds/v1/duplicates/362/raw-287--los-angeles--night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/362--los-angeles--night-storm/DUPLICATE-02__raw-287__raw-287__a_dramatic_wide_angle_nighttime_cityscape_during_6_batch_6.png
288,366,Tokyo,Night,Storm,366-tokyo-night-storm.png,DUPLICATE_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-288__a_cinematic_ultra_detailed_nighttime_cityscape_un_10_batch_10.png,4,4cf852ca0a90642149319cfe34924914468e9f54acccac22000ceba3336ff67f,assets/city-backgrounds/v1/duplicates/366/raw-288--tokyo--night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/366--tokyo--night-storm/DUPLICATE-01__raw-288__raw-288__a_cinematic_ultra_detailed_nighttime_cityscape_un_10_batch_10.png
289,373,San Francisco,Night,Storm,373-san-francisco-night-storm.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-289__a_dramatic_cinematic_nighttime_cityscape_during_a_7_batch_7.png,4,6bba87c1a438ae14c410142ae5a300b2977beec754a598595a43ed50972ce081,assets/city-backgrounds/v1/cities/san-francisco/night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/373--san-francisco--night-storm/PRIMARY__raw-289__raw-289__a_dramatic_cinematic_nighttime_cityscape_during_a_7_batch_7.png
290,362,Los Angeles,Night,Storm,362-los-angeles-night-storm.png,DUPLICATE_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-290__a_dramatic_ultra_realistic_nighttime_cityscape_vi_9_batch_9.png,4,117fa341c3267f459f61351709216f9e917f52ddfdbceab66253819d17b0e705,assets/city-backgrounds/v1/duplicates/362/raw-290--los-angeles--night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/362--los-angeles--night-storm/DUPLICATE-03__raw-290__raw-290__a_dramatic_ultra_realistic_nighttime_cityscape_vi_9_batch_9.png
291,386,Rome,Night,Storm,386-rome-night-storm.png,DUPLICATE_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-291__a_dramatic_ultra_wide_high_angle_cityscape_at_ni_8_batch_8.png,4,7c8b5ec3af55f9bbb227bcac1e41db9282204f1292afa1c780186000a5d15138,assets/city-backgrounds/v1/duplicates/386/raw-291--rome--night-storm.webp,04-manually-mapped-candidates/by-checklist-slot/386--rome--night-storm/DUPLICATE-01__raw-291__raw-291__a_dramatic_ultra_wide_high_angle_cityscape_at_ni_8_batch_8.png
292,419,Mexico City,Day,Snow,419-mexico-city-day-snow.png,DUPLICATE_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-292__a_wide_high_angle_telephoto_cityscape_photo_take_3_batch_3.png,4,2b47547233727b81c1a158994ab9fee3a0c7953214008e7c19043e1e9de13c46,assets/city-backgrounds/v1/duplicates/419/raw-292--mexico-city--day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/419--mexico-city--day-snow/DUPLICATE-02__raw-292__raw-292__a_wide_high_angle_telephoto_cityscape_photo_take_3_batch_3.png
293,434,Nairobi,Day,Snow,434-nairobi-day-snow.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-293__wide_aerial_rooftop_view_of_a_large_cityscape_in_w_8_batch_8.png,4,e4722135bb5bebb4a108f73d635a76739cc2742e1f44fff407384c70c3068e4f,assets/city-backgrounds/v1/cities/nairobi/day-snow.webp,04-manually-mapped-candidates/by-checklist-slot/434--nairobi--day-snow/PRIMARY__raw-293__raw-293__wide_aerial_rooftop_view_of_a_large_cityscape_in_w_8_batch_8.png
294,443,New York,Night,Snow,443-new-york-night-snow.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-294__a_wide_high_angle_cinematic_night_time_cityscape_7_batch_7.png,4,f12db12d4bd546aa19bf4f732e0ea1fe851ea308b41172670a1048f6d47dc1a1,assets/city-backgrounds/v1/cities/new-york/night-snow.webp,04-manually-mapped-candidates/by-checklist-slot/443--new-york--night-snow/PRIMARY__raw-294__raw-294__a_wide_high_angle_cinematic_night_time_cityscape_7_batch_7.png
295,444,Boston,Night,Snow,444-boston-night-snow.png,DUPLICATE_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-295__a_wide_cinematic_high_angle_nighttime_cityscape_8_batch_8.png,4,c022698465031f900a0663b56b526727e9180aabdec48aa16634f5c1685eaea1,assets/city-backgrounds/v1/duplicates/444/raw-295--boston--night-snow.webp,04-manually-mapped-candidates/by-checklist-slot/444--boston--night-snow/DUPLICATE-01__raw-295__raw-295__a_wide_cinematic_high_angle_nighttime_cityscape_8_batch_8.png
296,462,Buenos Aires,Night,Snow,462-buenos-aires-night-snow.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-296__a_wide_elevated_panoramic_night_time_cityscape_u_8_batch_8.png,4,8f56c2da13ce043a0963ab2ab7eae2c14efa1cbb3c3addc8f537dfc9fe8f3380,assets/city-backgrounds/v1/cities/buenos-aires/night-snow.webp,04-manually-mapped-candidates/by-checklist-slot/462--buenos-aires--night-snow/PRIMARY__raw-296__raw-296__a_wide_elevated_panoramic_night_time_cityscape_u_8_batch_8.png
297,476,Mumbai,Night,Snow,476-mumbai-night-snow.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-297__a_wide_high_angle_night_cityscape_scene_in_winter_10_batch_10.png,4,879af34aa3c4d9017266447f5002ddca55cd6c3c0d77e89bee81126532c542ec,assets/city-backgrounds/v1/cities/mumbai/night-snow.webp,04-manually-mapped-candidates/by-checklist-slot/476--mumbai--night-snow/PRIMARY__raw-297__raw-297__a_wide_high_angle_night_cityscape_scene_in_winter_10_batch_10.png
